pred,test
-2.2707982063293457,-2.28296
-0.636008083820343,-0.816880000000083
-2.109672784805298,-1.96413999999999
-2.110962390899658,-2.17371
-0.6474199295043945,-0.952420000000018
-0.03232411667704582,-0.0863500000000386
-2.207566499710083,-1.92658
-0.35992521047592163,-0.48896000000002
-1.096421480178833,-1.11754000000008
-2.1744751930236816,-2.12076000000002
-1.7203006744384766,-1.65987000000007
-2.378140449523926,-2.47156000000001
-0.057759396731853485,0.017659999999978
-2.162259578704834,-2.15719000000001
1.8856804370880127,1.86963999999995
1.7653372287750244,1.84344999999999
0.39560285210609436,0.367509999999982
-1.1889197826385498,-1.15810000000005
-2.4921162128448486,-2.53111000000001
0.5229072570800781,0.177230000000009
-0.400012344121933,-0.43874999999997
0.9465775489807129,2.13984000000002
-1.9998207092285156,-2.1087
0.1825220137834549,0.0811999999999671
-0.2693415880203247,-0.231830000000002
-0.09863593429327011,-0.209300000000013
-1.080561876296997,-1.03130999999996
-0.8148326873779297,-0.75612000000001
-2.726961612701416,-2.71102999999999
0.984705924987793,0.60132999999999
2.0686726570129395,2.20251000000002
2.103663206100464,2.08529000000001
-0.8507667779922485,-0.923089999999974
-0.7468594908714294,-0.904269999999997
-1.7146469354629517,-1.53905000000003
-1.7698341608047485,-1.73640000000003
0.27057668566703796,0.31129999999996
0.15922386944293976,0.184139999999957
-0.543971836566925,-0.547500000000014
-1.9208322763442993,-1.80922999999999
-1.7221717834472656,-1.67234000000002
1.0585863590240479,0.777049999999974
-2.7978456020355225,-2.6857
0.7535788416862488,0.729760000000027
-1.2951606512069702,-1.32095000000004
1.61539626121521,1.62074999999999
2.125734806060791,2.11695000000003
1.3680518865585327,1.38956999999999
-1.2903101444244385,-1.07024000000007
-2.258246898651123,-2.25305000000009
0.6970947980880737,0.749690000000015
0.24853506684303284,0.326660000000004
-2.3218393325805664,-2.49768
1.2968060970306396,1.07804999999996
-2.490572452545166,-2.41188
-2.0763707160949707,-2.04965000000004
-1.6939465999603271,-1.82441
-2.114354372024536,-2.11749
-0.977214515209198,-0.922640000000058
0.12508206069469452,-0.047580000000039
-2.2965176105499268,-2.35273000000001
0.3189380168914795,0.333879999999965
0.5299691557884216,0.57758000000004
-2.0489163398742676,-2.06731000000002
0.024600347504019737,0.0614499999999794
1.9764339923858643,1.88198
0.042426690459251404,0.000560000000007221
-2.513512372970581,-2.55808000000002
1.8399101495742798,1.84862999999996
-2.2778022289276123,-2.34566000000001
-1.6458784341812134,-1.79664
-1.4494006633758545,-1.53953999999999
-2.1777262687683105,-2.26269000000002
-2.1694493293762207,-2.14936
1.2980433702468872,1.39934000000002
-1.7227365970611572,-1.71047999999999
-2.4521234035491943,-2.47351000000003
-2.4126288890838623,-2.51272
2.251371383666992,2.19547999999998
2.543992042541504,2.59610000000001
-1.4479879140853882,-1.56367
2.45086407661438,2.42942000000002
-1.5973310470581055,-1.41542000000004
-2.722079038619995,-2.73210999999998
-2.2174134254455566,-2.22397000000007
-0.6184694766998291,-0.450500000000034
1.7080415487289429,1.73320999999999
-1.7755138874053955,-1.78994
-0.0802670270204544,-0.159599999999983
-2.339163064956665,-2.28512000000001
-0.7570119500160217,-1.24996000000004
-0.6168774962425232,-0.431950000000029
2.2609305381774902,2.28008999999997
1.8317092657089233,1.65683999999999
-1.1993895769119263,-1.35553999999999
-1.6649715900421143,-1.77411000000001
1.7733004093170166,1.86741000000004
-1.203826904296875,-1.18017
-1.711671233177185,-1.71730000000002
-2.381922483444214,-2.36971000000005
-1.8133329153060913,-1.85137000000009
0.005429691169410944,0.06053
-1.633110761642456,-1.63123000000002
-0.3688322901725769,-0.440169999999995
-0.6012934446334839,-0.707329999999956
-2.337124824523926,-2.30878999999999
-2.5041871070861816,-2.51901000000004
-2.2067208290100098,-2.11337000000003
0.32854217290878296,0.306770000000029
-0.3099859654903412,-0.479060000000004
-2.523982286453247,-2.55965000000003
-0.17462268471717834,-0.0782700000000318
0.14678345620632172,-0.0156200000000126
1.2972418069839478,1.26883000000001
-0.16253621876239777,-0.264060000000001
-1.3003863096237183,-0.88209999999998
-1.1793156862258911,-1.16453999999999
1.697778344154358,1.75175000000004
-1.4988670349121094,-0.98005999999998
1.2064021825790405,0.988249999999994
-1.6311451196670532,-2.25325999999998
-1.5416592359542847,-1.61682000000002
2.0795586109161377,2.03917000000001
-2.757291316986084,-2.70739000000003
-0.6138325333595276,-0.584510000000023
-1.9839226007461548,-1.99194
1.1070371866226196,1.13266999999999
-2.114902973175049,-2.11360999999999
2.5720973014831543,2.56184000000002
-0.5829242467880249,-0.61256000000003
0.5706111788749695,0.251809999999978
-0.44061022996902466,-0.495510000000024
-1.3851884603500366,-1.51274999999998
-2.036445140838623,-1.86351999999999
-1.0027565956115723,-0.96198000000004
1.8253333568572998,1.35678999999993
1.5921385288238525,1.74101999999999
0.4940961003303528,0.483499999999992
-0.6257074475288391,-0.651209999999992
-2.271806240081787,-2.32756000000006
-0.3631379008293152,-0.371560000000045
-0.7979251146316528,-0.713570000000004
-1.4933128356933594,-1.28262999999998
1.9635013341903687,2.18367999999998
-2.4428772926330566,-2.82230000000004
-1.8165565729141235,-1.85739000000001
-2.5241711139678955,-2.69777000000005
-2.533374547958374,-2.55952000000002
0.7828332185745239,0.751390000000015
-0.1915627419948578,-0.121270000000038
-1.8812439441680908,-1.87622999999996
-2.770843267440796,-2.75756000000001
-2.0577292442321777,-2.17571999999996
-1.905572533607483,-2.08006
-0.07657147943973541,0.0204400000000078
-0.3700641989707947,-0.566269999999975
-1.9486732482910156,-1.93236000000007
0.35442453622817993,0.39817000000005
-2.2266011238098145,-2.34857
-2.7745306491851807,-2.67784
-0.6399728655815125,-0.612480000000005
1.860355019569397,1.65923999999995
-0.6812384128570557,-0.636570000000006
-1.299210786819458,-1.35691000000003
1.012209415435791,0.74879999999996
0.6522613763809204,0.563709999999958
-0.3482910692691803,-0.411720000000003
-1.4668956995010376,-1.36021
-1.6595207452774048,-1.75122000000005
-1.0565760135650635,-1.13847000000004
-0.15408773720264435,-0.192100000000011
1.5001345872879028,1.37374
-0.45113834738731384,-0.319340000000011
-0.8822884559631348,-0.945409999999981
-2.719587802886963,-2.80455999999998
-2.1082632541656494,-2.08577000000003
1.4564008712768555,1.37828000000002
-1.7270196676254272,-1.70654000000002
0.8124683499336243,0.512449999999973
1.4469627141952515,1.11440999999996
0.8571711778640747,0.794449999999983
-2.115049362182617,-2.09519
-1.9512745141983032,-2.06518000000005
-0.24057456851005554,-0.312430000000006
-1.0026496648788452,-0.920359999999988
-0.5716683268547058,-0.489370000000065
-1.5842626094818115,-1.57052999999999
-2.2891666889190674,-2.29344000000009
0.8148132562637329,0.894810000000007
-2.193859577178955,-2.42529000000002
-2.0987281799316406,-2.13403000000005
-0.8298142552375793,-0.65607
1.1618753671646118,1.05224000000004
-2.097957134246826,-2.18885
-1.887601613998413,-1.85978000000011
-1.5692861080169678,-1.48653000000002
-1.6847947835922241,-1.67205999999999
-0.9365664720535278,-0.859769999999969
-1.644249677658081,-1.57077999999996
0.3940582275390625,0.402569999999912
-0.13621506094932556,-0.33184
-1.6325552463531494,-1.61760999999996
1.6458663940429688,1.55022000000002
-1.327355146408081,-1.39376999999999
2.313873767852783,2.33985999999999
-2.1826629638671875,-2.21395999999999
-1.0259019136428833,-1.12189000000001
-1.9815056324005127,-1.99022000000002
-2.080805540084839,-2.06446
-1.546187162399292,-1.56916999999999
-0.9105475544929504,-0.82108999999997
-2.5936334133148193,-2.64106000000004
0.5123164057731628,0.448820000000012
-0.2950201630592346,-0.272550000000024
1.9053856134414673,1.87223000000003
2.534383773803711,2.5642
1.1333786249160767,1.02566999999993
-0.8772109150886536,-0.786380000000008
1.8149385452270508,2.02186
0.06115075200796127,-0.000260000000025684
0.23455074429512024,0.251730000000009
-1.4640663862228394,-1.42926
-0.7389737963676453,-0.860960000000034
-2.182692050933838,-2.35652999999996
1.8355863094329834,1.37646999999998
-1.9885718822479248,-2.08443000000005
-0.18379412591457367,-0.257670000000019
-2.453507900238037,-2.51194999999998
-0.5731959939002991,-0.640989999999988
-2.0105643272399902,-1.91030000000001
-1.8991801738739014,-1.65024999999997
-0.14590689539909363,-0.456469999999996
-1.0346167087554932,-1.06338000000002
1.3722901344299316,1.39006999999998
-2.258852481842041,-2.28298999999998
-2.221327304840088,-2.22899000000001
-0.7696563601493835,-0.757229999999993
-1.3798772096633911,-1.34844000000004
-1.5550096035003662,-1.68079
-0.08156989514827728,0.010789999999929
-1.476836919784546,-1.4304600000001
-0.7343178391456604,-0.726020000000005
-1.1831996440887451,-1.26623000000001
2.272273540496826,2.31383000000002
-2.5754032135009766,-2.64705000000004
1.9792249202728271,1.93629999999996
-0.8642508387565613,-1.03097
-0.4784097671508789,-0.617870000000096
0.11471132934093475,0.164480000000026
0.044070132076740265,0.0920699999999783
-2.5086922645568848,-2.40556000000004
-0.1781211793422699,-0.189920000000029
-1.9526617527008057,-1.78595000000001
-0.6675394177436829,-0.718820000000051
-0.9190096855163574,-1.05464999999998
-1.9249184131622314,-1.69093000000004
-1.5994699001312256,-1.74946999999997
-0.9632590413093567,-1.0266
0.6681316494941711,0.740700000000004
-2.453339099884033,-2.39088000000001
-2.734692096710205,-2.64788000000004
-0.9951661825180054,-1.14826999999997
-2.425389528274536,-2.46982000000003
-1.4983704090118408,-1.47651999999999
0.04222257435321808,0.189799999999991
-0.0717489942908287,-0.0109300000000871
-2.323652744293213,-2.40639999999996
-1.032119631767273,-0.989120000000014
-1.7986809015274048,-1.84165999999999
-2.2374584674835205,-2.28855000000004
-0.8238502740859985,-0.520129999999995
-1.1495254039764404,-1.17738000000003
-0.32984456419944763,-0.315219999999954
-0.09199261665344238,-0.0116900000000442
1.3891328573226929,1.51165000000003
-1.5124374628067017,-1.50050000000005
-1.6100422143936157,-1.59655999999995
-1.2814258337020874,-1.30536000000001
-2.3274319171905518,-2.33870000000002
2.114766836166382,2.27323000000001
-1.2343906164169312,-1.26515000000001
1.3538662195205688,1.31927999999999
-2.75101900100708,-2.80421000000001
-1.2385637760162354,-1.32401999999999
-2.116732120513916,-2.06969999999998
1.6093257665634155,1.76285999999993
-2.0803298950195312,-2.19722000000007
-1.2212296724319458,-1.10648000000009
-0.17565910518169403,-0.157600000000002
-1.2030956745147705,-1.2158
-0.22563371062278748,-0.315470000000005
-0.7550383806228638,-0.768860000000018
-2.055304765701294,-1.98977000000002
-1.5104050636291504,-1.55162000000001
-2.2582998275756836,-2.24530000000004
-2.718719720840454,-2.69138999999998
-0.34590891003608704,-0.197749999999985
-2.091876268386841,-2.06425000000002
-1.8091881275177002,-1.85920000000004
-2.5600101947784424,-2.54826000000003
-2.0976645946502686,-2.37318000000002
1.953690767288208,1.92610000000002
-1.3544046878814697,-1.28937999999994
-2.2768192291259766,-2.28891999999996
-1.7049286365509033,-1.63209000000001
-2.5426883697509766,-2.52618000000001
-1.3156664371490479,-1.36840000000007
2.584665536880493,2.55619999999999
-0.7931528687477112,-0.742199999999968
-2.3714325428009033,-2.48703999999995
-2.6882638931274414,-2.67679999999999
-2.378216505050659,-2.36014000000006
-2.415506601333618,-2.41112000000004
